text,label
Saya menyedari betapa banyak keluarga kecil saya bersandar pada saya dan rasanya sangat menggembirakan dan saya merasa tidak mencukupi,0
Saya berasa sedikit gembira dengan diri saya sendiri,1
Saya juga telah berlari yang saya rasa sangat mulia,1
Saya tidak lagi jauh dari badan saya dan saya merasa hodoh kepada orang yang bersumpah untuk mencintai saya,0
Saya merasakan perkara -perkara yang sering kali ditindas ketakutan dan kebimbangan dan ketidakpercayaan,0
Saya hanya berasa lembut,4
Saya fikir salah satu perkara yang paling penting adalah untuk tidak membenarkan apa -apa untuk membuat anda merasa takut kerana ketakutan dan mana -mana emosi negatif yang lain menarik getaran anda,2
saya pergi ke kelas merasakan rasa bersambung dengan zaman kanak -kanak hanya untuk mengetahui saya tanpa bekalan yang menggerakkan kenangan lain,4
Saya benar -benar merasakan dan saya tahu syaitan membenci bahawa ia selalu menjadi sesuatu yang dia boleh gunakan terhadap saya dan saya bertekad untuk tidak membiarkannya,1
Saya merasakan mereka apabila keadaan berlaku dan saya teruja apabila keadaan berjalan lancar untuk mereka,1
Saya berasa baik untuk kursus biostatistik saya dengan kursus fisiologi saya akan menyentuh,1
Saya merasakan bahawa mereka tidak menghiraukan sifat sistemik corak penderaan seksual dan salah laporan penderaan seksual dalam pelayanan yang difahami ingin mempertahankan dan melindungi rakan dan reputasinya,0
Saya rasa saya ditakdirkan untuk menghidupkan obsesi tidur,0
Saya mempunyai saat -saat merasa tersinggung oleh anak -anak Mesir yang dikenal pasti sebagai Mesir walaupun mereka dilahirkan di AS yang melabelkan saya sebagai orang kulit putih walaupun mereka dalam banyak cara lebih diasimilasikan daripada saya,3
saya berasa terkejut bahawa anda akan membantah anak -anak destinys b,5
Saya merasakan keperluan untuk menjelaskan diri saya dan pemikiran saya dengan cara yang pandai lucu atau mungkin juga berwawasan,1
Saya akan mencadangkan sukarelawan untuk membantu orang yang memerlukan seperti di Salvation Army apabila anda membantu orang lain yang anda belajar menghargai apa yang anda masih ada dan merasa berbaloi,1
Saya berjaya untuk berehat dan menikmati pemandangan yang romantis dan benar -benar menikmati pelayaran ulang tahun kami,4
Saya kadang -kadang berasa seperti produk yang rosak,0
Saya bangun berasa baik -baik saja,1
Saya merasa tidak sabar dengan penegasan Brian yang berpanjangan mengenai pertemuan asingnya tetapi tidak ada yang lain selain mangsa yang benar -benar dapat dikaitkan dengan akibat yang dicabul,3
Saya dapat mengatasi kehadirannya tanpa merasa tertekan jika saya dapat memaksa diri saya menjadi persahabatan yang tenang dan meletak jawatan,2
Saya tidak berasa sihat tetapi tidak ada masalah khusus,1
saya rasa seperti pantat yang tidak berterima kasih,0
Saya suka bagaimana pelanggan saya meninggalkan studio yang kelihatan segar dan berseri dan sekarang dengan barisan produk yang semua orang dapat merasa cantik dan yakin,1
saya rasa mereka takut lemak,2
Saya mesti mengatakan bahawa saya berasa sedikit slutty di sini,4
Saya rasa seperti ini adalah cara saya dapat menggabungkan semua penyebaran kreatif saya menjadi satu perkara,1
Saya mendapati diri saya melihat jam dan mula merasa jengkel,3
Saya berasa agak bangga,1
Saya kembali merasa bertekad,1
Saya pergi pada hari Rabu ke hari terbuka pascasiswazah tetapi akan ada banyak untuk menulis tentang sepanjang minggu saya merasa pasti,1
Saya berasa sedikit rendah tentang berada di Jepun dan saya selalu merasa tidak bersalah ketika saya gagal menghargai keadaan dan keputusan hidup saya,0
Saya merasa kotor menonton siri ini dan anda boleh memberitahu bagaimana siri ini cuba mendorong emosi palsu di penonton,0
Saya hanya duduk di sana dalam kumpulan saya berasa benar -benar tertekan kerana buku saya hanya terpaksa hilang pada masa ini,0
Saya sudah merasakan dia menendang tulang rusuk saya menjadikannya lebih sukar untuk bernafas kadang -kadang dan mengambil alih ruang berharga di mana perut saya dulu,1
Saya berasa cemas yang kerap kali kemudian saya tidak suka anak -anak saya menyentuh saya,3
Saya telah membuat saya berasa curiga seperti kerja -kerja yang hebat yang mereka cuba untuk mendapatkan kredit,2
Saya memutuskan bahawa memilih laluan mudah akan membawa saya ke mana -mana dan saya rasa seperti orang lain mahu saya diseksa sehingga saya mengikuti jalan biru,2
Saya berasa terkejut bahawa saya mengambil kesempatan daripada kebaikan rakan lama saya,3
Saya berasa agak kemas tetapi saya berharap penampilan baru ini akan membantu saya mencari cara yang lebih baik untuk menangani,0
Saya sangat teruja kerana saya tidak banyak menonjol di sekolah menengah saya hanya sedikit melebihi purata dan mesra dan saya rasa seperti menyampaikan ucapan ini akan menjadi warisan yang sejuk yang boleh saya tinggalkan di sekolah,1
saya harap saya dapat melakukan gigitan cina di jari saya sehingga anda merasakan kesakitan jauh tetapi pada beberapa refleksi mungkin itu tidak akan sangat perhatian,4
Saya juga mencuba semua kekecewaan ketika saya merasa tidak terlalu bertenaga untuk lebih banyak masalah untuk bekerja pada barang -barang pernafasan yang akan menjadi mimpi ngeri yang besar,1
Saya berasa lebih bertekad untuk mengekalkan tradisi sekali seminggu sekali yang anak saya bermula,1
Saya merasakan keperluan untuk mengimbangi hanya jaket paling sempurna sebagai topper untuk menutup di mana buah dada saya tidak memenuhi tugas mereka,1
Saya boleh menjangkakan dalam segala hal dan saya berasa sedikit terharu pada ketika itu berapa cepat hidup berubah dalam beberapa minggu yang lalu,2
Saya rasa ia mungkin baik -baik saja,1
Saya rasa seperti peristiwa -peristiwa malang ini sesuai dengan petikan pemikiran saya yang saya hantar di atas,0
Saya berasa sangat hiper dan melenting,1
Saya ragu bahawa masuk akal kepada mana -mana orang tetapi saya ketika saya merasakan emosi metafora datang seperti slaid batu lihat,0
saya tidak mahu merasakan kesakitan sejam kemudian mereka memutuskan untuk memulakannya dan tidak lama selepas itu mereka memecahkan air saya,0
Saya masih ingat perasaan terkejut secara peribadi bahawa mereka mungkin berfikir bahawa saya akan mendengar sesuatu yang kasar seperti Bee Gees,3
Saya melihat foto ini saya berasa lembut dan tenang solek saya masih lembut tetapi lebih hangat dan saya rasa ia harmoni dengan lebih baik dengan warna -warna hangat bunga -bunga ini,4
Saya tahu saya tidak dapat bertemu dengan sebahagian besar daripada anda tetapi saya berasa sangat berbesar hati untuk dapat bersama -sama dengan anda ketika kami semakin dekat dengan Tuhan,1
Saya berasa sangat berani dan sukar harus menceritakan kisah penyebaran abu -abunya,1
Saya masih berasa seperti saya dihukum,0
Saya berasa gementar meninggalkan anak saya dengan anda,2
Saya berasa begitu berpuas hati dengan pekerjaan saya,1
Saya berasa marah kerana saya fikir ia lebih baik daripada itu,3
Saya akan mendapat mopey tentang apa yang berlaku pada masa lalu tetapi kekerapan yang telah berkurang dalam skala logarythmic dan bahkan kemudiannya hanya ketika saya merasa diragukan sendiri yang juga berlaku kurang,2
Saya berasa berguna dan dihargai dan itu adalah asas bagi saya,1
Saya sebenarnya dalam pertemuan minggu lalu di mana seseorang menjerit pada wanita yang lebih tua kerana telefonnya berdering saya merasa dahsyat baginya bos anda memperlakukan anda secara tidak adil atau dalam hal ini seseorang membuat anda merasa anda tidak bernilai apa -apa hanya membenarkan mereka yang tersinggung untuk mencuri mencuri mencuri kegembiraan anda,3
Saya tidak perlu mempersoalkan luas atau merasa curiga,2
Saya berasa bitchy petang ini,3
Saya berasa sangat santai dan gembira dan saya mendapati bahawa saya suka mempunyai projek yang mengambil masa beberapa bulan untuk dilakukan tetapi pada akhirnya saya akan mempunyai produk sebenar untuk ditunjukkan,1
Saya suka perasaan segar yang dia berikan kepada saya,1
Saya berasa sangat jahat tentang segala -galanya mungkin sakit hanya menjatuhkan pendirian lib saya yang mulia dan menyertai Georgie Porgie,1
Saya telah menyiarkan saya merasakan suasana kasual ketika berpakaian,1
Saya mengakhiri perasaan podcast yang tidak tertekan dengan tepat tetapi seperti saya masih tidak mempunyai jawapan yang konkrit untuk menyerang keseimbangan yang membantu penulis sendiri,0
Saya tidak pasti mengapa tetapi saya hanya berasa halus,4
Saya merasakan keji yang semakin meningkat di kerongkong saya membalikkan tudung di tandas untuk membiarkannya,3
Saya sudah dapat merasakan semangat pemberontak,3
Saya merasa terhormat untuk menjadi sebahagian daripada komuniti masakan di sini,1
Saya tidak merasa malu untuk merindukan Iron Man di Cineworld tempatan saya,4
Saya merasa tidak berterima kasih kerana menginginkan lebih banyak tetapi sebenarnya,0
Saya berasa sia -sia,0
saya rasa seperti anda menyasarkan penanda buku kelas di del di del,0
Saya rasa seperti ikan saya mungkin lebih pintar daripada kebanyakan ikan kerana saya menyedari bahawa mereka mempunyai kecenderungan untuk pergi ke sudut tangki yang paling dekat dengan bekas makanan ikan dan hanya menatapnya,1
Saya berasa pandai jadi saya menukar baris terakhir ke kuki untuk anda,1
Saya akan mengakui dengan kegembiraan memasak ada juga masa di mana anda merasa dikalahkan,0
Saya akhirnya mula berasa seperti saya mempunyai kehidupan sebenar di sini di San Vicente dan saya tidak lagi bercuti yang membingungkan yang aneh,2
"Saya rasa walaupun perkara -perkara yang tidak dapat diselesaikan dengan majoriti saya, saya mempunyai kedamaian mengenainya",1
Saya berasa malu dengan awak,0
Saya berasa gementar melihat gadis -gadis lain,0
Saya berasa sangat jengkel apabila saya bercakap mengenai masalah saya dan orang mula bercakap mengenai mereka,3
Saya berasa rindu untuk sarapan pagi dan perkhidmatan Paskah tahunan di gereja pagi ini ketika kami pergi untuk mendaki MT Precipice untuk matahari terbit,0
Saya tidak tahu tentang anda tetapi itu membuatkan saya berasa murah hati,1
Saya sudah berasa cantik pada tahun ini walaupun hanya November,1
Saya berasa tidak berdaya untuk mendapatkan semula perasaan yang selamat,0
"Saya masih berasa ragu -ragu semalam tetapi ketika saya bangun, saya mendapati bahawa saya telah membuat keputusan saya dan bahawa Slatebook agak terkejut saya sendiri adalah apa yang saya mahukan",2
Saya rasa harus ditentukan oleh saya dan tindakan saya dan tidak ada yang lain atau tidak lain,1
Saya fikir saya akan berasa bimbang tentang hal itu saya menghairankan dengan selesa semasa dia pergi,2
Saya berasa terkurung dan saya secara fizikal sakit dari kerja yang saya lakukan,0
Saya pasti menghargai dia bertanya bukan hanya berasa marah atau sakit kerana dia fikir saya,3
"Saya menyentuh muziknya, saya berasa sangat bangga kerana saya melahirkan anak yang sangat berbakat ini yang pada suatu hari ketika dia berada di awal remaja mengambil gitar dan hanya memainkannya seperti itu adalah sifat kedua",1
Saya tidak mahu orang lain merasa tidak berpuas hati hanya kerana mereka harus menampung saya,0
Saya seorang penulis yang produktif di fandom saya tetapi tidak merasakan bahawa saya sangat dihormati dari penulis -penulis seperti yang pernah saya lakukan kerana saya menulis begitu banyak dan seberapa kerap orang tidak boleh,1
Saya berasa kesepian yang membuat saya berasa istimewa apabila saya merasa tidak berguna yang selalu baik dan manis bagi saya,0
Saya mempunyai perasaan saya akan tidak berpuas hati beberapa kali,3
saya merasakan keran lembut dan mencari anak bunga memerhatikan saya ekspresi kuburnya,4
Saya berasa gelisah dan kecewa sekarang dengan cara yang khusus untuk orang yang pulih dari penyakit atau kecederaan,2
Saya merasa terhormat bahawa lelaki yang hebat itu mendakwa saya sebagai kawannya,1
"Saya akan membakar anda merasakan kesakitan untuk anda, saya akan memutar pisau dan berdarah hati saya yang sakit dan merobohkannya, saya akan berbohong untuk anda memohon dan mencuri untuk anda, saya akan merangkak di tangan dan lutut sehingga anda melihat anda seperti saya",0
saya berasa tidak selesa memberitahu orang lain apa yang ada pada senarai gadis yang ingin,2
saya tidak dapat melakukan soalan matematik yang mudah dan meneka apa yang saya hancurkan di hadapan guru tuisyen saya yang saya kenal selama hampir tahun sekarang merasa tertekan dan saya berasa sangat buruk,2
Saya berasa ragu dengan kebolehan saya,2
Saya telah berasa sangat tidak senonoh akhir -akhir ini,0
Saya berkata pada mulanya saya mempunyai kombinasi kulit berminyak tetapi saya masih menggunakannya sekitar seminggu sekali kerana kulit saya terasa sangat cantik pagi setelah memohon,1
Saya harus jujur ​​dan mengatakan bahawa dua bab pertama yang mengasyikkan saya dan saya tidak pasti bahawa saya akan dapat mengikuti segala -galanya dan berasa agak bodoh,0
saya berbaring di sini menaip entri blog benci ini yang tidak akan dibaca walaupun saya mahu seluruh dunia membaca dan memuji saya seperti Dickens saya rasa sangat sengsara,0
Saya tidak dapat melihat terlalu lama tanpa merasa tertekan,0
Saya tidak berasa sangat murah hati dan dia dihantar ke sofa di mana dia memandang saya selama enam jam akan datang,1
Saya tidak percaya kerana saya berjalan melalui semua air berhenti di maraton pertama saya dan saya sebenarnya tidak berfikir bahawa berjalan adalah buruk tetapi saya berasa keras kepala dan saya ingin pulang ke rumah dan perlu dimotivasi oleh sesuatu,3
Saya yakin bahawa satu -satunya cara untuk pergi ke kraf ini adalah menulis buku yang anda rasa bersemangat dan tidak perlu risau tentang mencari buku yang dikehendaki oleh penonton massa,1
Saya selalu mendapat perasaan bahawa saya mendapat satu anak lebih banyak daripada yang lain dan ia adalah ganas,3
Saya melakukannya saya berasa malu,0
Saya tidak mahu menyakiti perasaan sesiapa pun dan saya pasti tidak mahu mengkhianati apa -apa kepercayaan tetapi saya mahu menghiburkan dan saya mahu menjadi setia kepada diri saya sendiri fikiran dan topik di tangan,4
Saya merasakan seolah -olah saya hanya menerima apa yang telah dilakukan dan tidak kira berapa masa yang telah berlalu akan selalu ada bersama saya,1
Saya adalah seorang gadis berusia setahun yang hanya ingin merasa penting,1
Saya melihat semua rakan saya menyiarkan gambar dan kemas kini status di mana mereka pergi atau apa yang mereka lakukan dan saya rasa agak cemburu mengetahui ia bukan sesuatu yang saya dapat keluar dan nikmati,3
Saya mempunyai perasaan yang kuat untuk setia,4
Saya rasa kita semua merasa sedikit menghalang ketika datang untuk mengambil telefon dan memanggil seseorang yang kita tidak terlalu dekat lagi,0
Saya menggunakan perkataan itu hanya untuk merasakan tenaga jangkaan kerana orang menyediakan makanan yang enak dan mengumpulkan alat yang diperlukan ketika mereka menjemput orang tersayang ke rumah mereka,1
Saya mungkin melakukannya kerana saya tidak dapat menutup mulut saya membuatkan saya berasa teruk,0
Saya merasakan kesakitan yang membosankan selama beberapa jam atau sehari di dada saya,0
"Saya melihat orang yang menyerupai saya secara fizikal, saya yakin dapat membuat perbualan dengan orang yang tidak dikenali",1
Saya berasa agak goyah hari ini,3
Saya berasa sangat ingin tahu dengan rancangan doktor berambut perang ini malam ini,5
Saya duduk dan saya berasa sangat mengerikan kerana batu mula merasakan siapa seluar di bawah punggungnya untuk kotak rokok,0
saya tidak tahu jika kesegaran kedua -duanya tetapi saya berasa lebih bertenaga semasa musim ini,1
Saya berasa rancak href http doaone delapan puluh,3
saya berasa sedih tetapi saya baik -baik saja dengannya saya gembira saya melakukannya walaupun sakit sedikit,0
saya rasa dia seorang pelakon yang hebat,1
saya rasa seperti semua perkara akan berlaku dengan saya dan saya telah kecewa sepanjang masa,0
Saya berasa gelisah dalam usaha saya sendiri,2
Saya merasakan ia mempunyai sedikit kepahitan dalam penamat yang merosot dari mulut berminyak dan kemasukan manisnya,1
Saya bangun dan berasa sedih sekali lagi tetapi dengan cepat diganti dengan perasaan yang meyakinkan saya perkara -perkara akan berfungsi pada masa mereka sendiri,1
Saya berasa agak keberatan untuk mengambil tarian dengan buku Dragons kerana sekali saya selesai dengan itu yang tahu berapa lama saya perlu menunggu Martin menyelesaikan ansuran seterusnya yang mengambil masa bertahun -tahun untuk melepaskan tarian dengan naga selepas pesta untuk burung gagak,2
Saya cuba menunjukkan bahawa saya memahami apa yang dia rasa tetapi dia sangat cemas dan bimbang untuk keselamatan saya,2
Saya rasa dia lebih suka bermain dengan saya daripada gadis lain yang saya kenal kawannya,1
saya memerlukan ruang yang saya perlukan untuk berkembang saya berada di tengah -tengah perubahan yang serius dan ok ya mereka juga menyakiti perasaan saya dengan sangat teruk dan saya agak sombong,3
Saya berasa sangat ditipu kerana saya menyokong keluarga dan melakukan semua barangan lain semasa dia menghabiskan berjam -jam sehari permainan,1
Saya terus merasa begitu berpuas hati dengan keputusan kami untuk bergerak di sini,1
saya tidak dapat membantu tetapi merasa dibebani dan bimbang tentang perkara ini,0
"Saya tidak akan berbohong minggu ini telah menjadi seminggu yang sukar bagi saya, saya berasa sangat tertekan dan cemas minggu ini ditambah saya fikir saya turun dengan selesema tetapi sudah pasti saya menghargai perkara -perkara kecil",3
Saya agak terperinci dan teruja apabila saya merasakan seperti itu dan saya tidak pernah mengendalikan perkara -perkara dan juga orang lain,1
Saya berdua mula merasa tidak selesa dan bangun untuk pergi yang dipenuhi dengan komen oh yeah betul dua gadis seperti anda tidak akan datang ke bar jika anda tidak mencari perhatian dari lelaki,2
saya hampir tidak merasa yakin dengan cara buku itu ditulis,1
Saya berasa berani merampasnya ke pangkuan saya dan selepas beberapa saat bergelut dia benar -benar berehat dan mengemukakan kepada calar mommy,1
Saya merasakan pemburu dan orang lain yang membunuh haiwan untuk gading pelts mereka atau bahagian lain harus dihukum dengan teruk saya dapati memburu dan memancing kejam,0
Saya berasa kosong setelah ditipu atas nama persahabatan saya rosak,0
Saya yakin bahawa saya akan melampaui itu,1
Saya memerlukan bimbingan tambahan dan saya berasa ragu -ragu tuhan nampaknya meletakkan mesej yang betul di telinga saya yang saya perlukan pada masa yang tepat,2
saya hanya merasa dihina oh oh oh ke exexbf saya saya sepenuhnya sepenuhnya atas awak,3
Saya berasa benar -benar bersemangat kaustik atau ada kemasukan idiot ke dalam kehidupan harian saya,3
Saya rasa saya hanya berharap saya tidak bersendirian dalam pemikiran ini dan saya pasti kepada semua pelajar pertukaran anda mungkin anda mempunyai pemikiran yang sama dengan sekurang -kurangnya beberapa yang disenaraikan ini mungkin mengatakan sebagai pelajar pertukaran tidak seperti pengalaman lain,0
Saya merasakan bahawa Anna Ji agak degil pada Rang Undang -Undang Jan Lokpal dan protes yang berkaitan dengannya,3
Saya mendengarnya saya merasakan semua pemberontak,3
Saya rasa saya kurang daripada wanita yang kurang daripada orang yang kurang berharga kerana saya tidak berkahwin dan tidak bertarikh,1
Saya berasa sangat bermasalah dan turun atas apa yang dikatakan ayah saya,0
Id berasa panik,2
Saya telah belajar bagaimana untuk hadir di hadapan kelas tanpa rasa gugup,2
"Saya juga merindui anak yang ingin tahu lama di dalam diri saya, saya hanya merasakan bahawa anak yang ingin tahu di dalam diri saya mati perlahan -lahan apabila terkejut mengetahui bahawa dunia tidak begitu indah seperti yang kita fikirkan",5
Saya berasa kandungan dan gembira dengan diri saya sendiri,1
Saya rasa kita mendapat jurulatih dan orang bola keranjang yang hebat,1
saya baru pulang dari miler yang lain lebih cepat daripada semalam dan saya berasa hebat,5
"Saya berasa petualang, saya mungkin juga menjadikannya banyak peringkat",1
Saya tidak akan mengatakan bahawa saya mengalami ketidakselesaan sosial pada masa ini kerana saya mendapati tempat di mana saya merasa selesa dan bahkan orang yang telah menerima saya seperti saya,1
Saya berasa sejuk malam itu dan dia betul,1
Saya tidak merasakan cinta terhadap diri saya dan yang menjadi agak lingkaran setan yang mengakibatkan saya hanya merasa malas dan secara umum hanya bermotivasi,3
saya tidak dapat menulis ulasan untuk buku yang saya suka kecuali saya merasakan suasana hati yang memuja pada masa itu,4
Saya berasa sangat tidak selamat dan sensitif,2
Saya rasa tidak berguna beberapa hari,0
Saya merasakan yang paling tidak disayangi dan tidak dapat dielakkan,0
saya berasa istimewa facsimilogos href http,1
Saya berasa sangat kuat kerana tidak melakukan hadiah untuk mendapatkan nombor,1
Saya berasa sangat dihormati untuk menjadi sebahagian daripada perlumbaan sulung ini dan anda dapat merasakan betapa bangga pelari tempatan dapat memamerkan laluan mereka dan menjadi tuan rumah acara ini,1
Saya rasa anda boleh berhenti begitu menjengkelkan dan berfikir sekurang -kurangnya,3
Saya tidak merasakan cinta dan penyayang sekarang,4
Saya berasa seperti orang bodoh yang tidak bersyukur kerana tidak menulis apa -apa tentang dia minggu lalu,0
Saya juga berani untuk menerangkan dengan kata -kata bagaimana perasaan saya tentang anak lelaki cantik ini yang ada di rumah saya setiap hari memegang tangan saya sepanjang hayat,1
Saya berasa tidak selesa,2
Saya berasa sedikit tidak berpuas hati,3
Saya berasa tidak berdaya sekarang,2
Saya rasa seperti saya datang jauh dan bangga dengan apa yang telah saya capai bukan sahaja minggu ini tetapi tahun ini juga,1
Saya berasa sangat cemas lagu ini datang di radio sebaik sahaja saya masuk ke dalam kereta,2
saya berasa kebas pada akhir dunia seperti yang kita tahu dan saya rasa kebas HTTP leslielandberg,0
Saya mengalami perlumbaan tahun yang mengerikan dan berasa letih sepanjang masa,0
Saya akan menjalani ujian atau hanya berasa bermasalah tentang sesuatu yang saya gemari untuk memakai muzik ibadah semasa saya memandu dan benar -benar memikirkan kata -kata menyanyi dan berdoa semasa saya pergi,0
Saya tidak dapat melakukan banyak perkara yang kebanyakan orang berjaya lakukan dalam pelbagai perkara dalam kehidupan mereka. ingin,0
Saya berasa berasa lega,1
Saya rasa saya mungkin kehilangan kereta api tandas,0
Saya takut memanggil lelaki itu dari semalam kerana saya rasa neraka marah kerana saya rasa bos saya marah kerana saya tidak berkomunikasi dengannya dan saya rasa seperti saya melakukan pekerjaan yang buruk dan saya memproyeksikan ketakutan saya kepadanya,0
Saya selalu merasa sangat membosankan pada waktu pagi,0
Saya hilang dengan kata -kata untuk memberitahu anda tentang kesakitan saya yang menyakitkan hati saya rasa dari hati saya yang menyedihkan hati saya kegelapan,0
Saya merasakan sebatan saya dan tidak sopan,3
Saya berasa goyah dan tidak banyak dari episod saya yang tidak menghitung fakta bahawa saya takut malam tadi,0
Saya tahu ia tidak akan berkelah dan saya tidak akan merasa dikalahkan sama sekali jika saya mendapat penguncupan pertama saya dan segera memutuskan untuk pergi untuk epidural atau jika saya diinduksi atau harus mempunyai bahagian C atau apa sahaja yang mungkin,0
"Saya merasakan sangat penting dan tekanan yang kita tunjukkan cinta terhadap satu sama lain dan cinta sejati tolong orang sebaliknya berasa bebas untuk menjadi sejuk pada saya, saya tidak suka disesatkan",1
Saya berasa agak tenang sekarang,1
Saya berasa berani saya akan cuba berlari lagi,1
Saya mempunyai asma dan ketika saya hampir tidak dapat bernafas ketika saya merasa sangat goyah dan lemah saya rasa tidak melakukan apa -apa tetapi berbaring di sana dengan tidak berdaya dan saya merasa seperti runtuh saya melakukan banyak perkara dan saya tidak mendapat apa -apa,2
saya berjalan di bawah tempat perlindungan merasakan ia adalah tempat perlindungan yang sempurna dari ribut,1
Saya dapati ia membantu melepaskan diri dengan mengatakan membiarkan kehendak anda tidak dilakukan bukan milik saya atau ketika saya merasa sangat tidak sabar pada masa Tuhan bukan masa saya,3
"saya lagi tidak terinspirasi dan setelah melihat idea dan imej saya merasakan bahawa saya tidak menghargai mereka lagi, mereka menjadi tidak berguna dan semata -mata kemahiran didorong tidak ada kaitan dengan pemikiran",0
saya menjadi orang lain dan saya membuat lelucon canggung secara rawak perasaan ini sangat pelik adalah ini yang dirasakan berada di atas awan,2
saya harap saya mendapat pekerjaan kerana saya sangat memerlukan wang dan saya merasa tamak,3
saya rasa seperti itu yang saya dibenci oleh kebanyakan gadis itu adalah saya seorang penari yang baik,0
Saya berasa seperti tinggal di Austin sangat manis dengan cara lain,4
saya rasa lebih mudah jika saya mempunyai ibu bapa yang berhujah dengan saya tentang hal itu maka saya dapat merasa memberontak atau sesuatu yang sekarang saya rasa seperti beban,3
saya rasa saya membuat perasaan seperti saya terlepas musim luruh dan warna yang hebat,0
Saya menyalahkan orang di sekeliling saya kerana membuat saya merasa kurang dihargai kerana tinggal di rumah ibu,1
Saya rasa hujung minggu ini akan menjadi slutty,4
Saya mendapat gambaran bahawa banjo benar -benar merasakannya tetapi Molly masih lebih suka Katy Perry Purrrr yang dikasihi,4
saya tidak dapat menggenggam sesiapa sepanjang hari kerana saya terlalu sibuk atau tidak merasa kreatif,1
Saya berharap dia dan saya boleh keluar dan saya dapat melakukan rambut dan solek saya dan berasa comel dan bermain -main dan bercakap dan barang -barang tetapi tidak pernah berlaku,1
Saya berasa sangat optimis hari ini dan mempunyai alasan untuk menantikan perkara -perkara yang menakjubkan di,1
Saya merasakan bahawa buku selalu menjadi hadiah yang indah untuk bayi,1
Saya memberitahunya bahawa saya sanggup melakukan apa sahaja yang diperlukan untuk saya tidak perlu merasai ini setiap hari,0
Saya berasa sejuk ke pasangan saya walaupun saya tidak fikir saya menyampaikan seperti itu saya merasakan saya terpaksa memalsukan perasaan saya untuknya dan saya tidak mencintainya lagi,3
saya rasa ok itu mesti menjadi sebab mengapa ia sangat mahal,1
Saya betul -betul merasa lebih baik,1
Saya rasa garis itu sangat sempurna,1
Saya berbaring dia merasakan perut saya mendengarkan babys degupan jantung marah kepada saya kerana duduk tanpa berguling ke arah saya terlebih dahulu dan kemudian memberitahu saya ada beberapa protein dalam air kencing saya tidak perlu risau walaupun dan bertanya apakah ada yang mengganggu saya,3
Saya meninggalkan perasaan yang mutlak hancur,0
Saya tidak perlu mengeras tidak perlu berjuang untuk diri saya sendiri atau berasa tidak enak dengan berkelakuan cara saya secara semula jadi berkelakuan,0
Saya bekerja dengan baik dengan hampir setiap pelanggan yang pernah dihubungi kerana saya tahu apa yang dimaksudkan untuk merasa marah marah kecewa dengan rasa tidak puas hati dan tidak peduli kerana saya merasakannya setiap hari,0
saya dengar seseorang mengatakan bahawa kita harus membiarkan tukang kebun membiarkan orang melakukan apa sahaja yang mereka mahukan saya merasa sangat teruk,3
Saya berasa sangat menghargai setiap pengalaman dalam hidup saya yang telah membawa saya ke sekarang,1
Saya berasa sayang kepada -Nya,4
Saya berasa sangat licik dan serius seperti semuanya hancur,0
Saya selalu merasakan bahawa cinta adalah sesuatu yang lebih cepat dan jika kita dapat meneroka bersama mungkin saya harus menjadikan hidup saya menjadi sesuatu yang berbaloi sebelum terlambat,1
saya rasa tidak berguna dengan hanya bujang dan tuan,0
Saya berhenti sendiri dan mula memberitahu diri saya apa yang saya mahu rasa saya aman,1
saya bertindak ditarik balik dan sejuk ke arah orang lain dalam situasi yang memerlukan empati bukan kerana saya tidak peduli saya tidak selalu merasakan perasaan jadi saya memalsukannya,0
Saya rasa saya telah memaku perkahwinan dan bahagian rumah dalam hidup saya dan saya gembira dan berpuas hati kerana saya mungkin berada dalam aspek tersebut,1
Saya hanya memberitahu orang yang saya rasa seperti satu kekacauan selatan yang manis sekarang,1
Saya rasa orang -orang dengan penanaman lembut yang mungkin telah ditetapkan terlalu lama ia mungkin sebenarnya akan mencelupkan di bawah pembekuan selama beberapa malam akan datang,4
Saya benar -benar berasa marah kerana saya ingin menghabiskan lebih banyak masa dengan anda,3
Saya berasa tenang dan baik -baik saja tetapi kadang -kadang saya sangat sedih,1
Saya pergi ke luar untuk ditutup di ayam -ayam kemudian dicobai oleh kecemerlangan bintang -bintang untuk berjalan di ladang beku yang sangat sejuk melihat ke langit,3
Saya berasa sedikit lesu,0
Saya juga berasa bersemangat untuk mengajar,4
Saya bangun tentang saya berasa sedikit terganggu,0
Saya mesti mengambil Jenny untuk disingkirkan sehingga sudah tentu saya berasa gugup dan bersalah,2
Saya menerima mesej yang sedikit terlambat dari Daniel dan berasa lebih yakin bahawa saya bukan satu -satunya yang menganggap saya tidak sensitif secara emosional,1
"Saya telah menemui sebelum ini dan sebanyak impian -impian ini menggembirakan saya, mereka membuatkan saya berasa lebih ketakutan",2
Saya bekerja sendiri seperti gila melakukan perkara tambahan di sekitar rumah atau sukarela dan melayani orang lain dalam usaha untuk merasa produktif dan berguna kepada seseorang,1
Saya mula mempersoalkan Tuhan merasa tidak berharga dan bahkan cemburu terhadap orang lain yang datang dengan ibu bapa dengan begitu mudah,0
saya tidak dapat menolong merasa ingin tahu mengenainya,5
Saya berasa sangat menghargai hari ini,1
Saya berasa agak janggal dan konyol saya perlu mencuba dan tidur siang,3
Saya enggan membeli pada masa ini saya menikmati perasaan squishing dan memikirkan projek semua benang ilahi,1
Saya rasa ia menambah sedikit perisai dari sejuk dan kainnya bagus untuk peluh jauhnya,3
